slug,sourceUid,sku,title,supplier,supplierCode,sourceUrl,mainImageUrl,priority,action,reason
d935mn-3-1-2in-10in-x-4in-oval-offset-centre-16in-400mm-long-megaflow-muffler-medium-aluminised,MPI_D935MN,D935MN,"3 1/2in, 10in x 4in Oval Offset/Centre, 16in (400mm) Long, Megaflow Muffler - Medium - Aluminised",MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
mbt811-gwm-cannon-alpha-ute-2-0l-turbo-petrol-hybrid-2025-on-3in-diff-dump-exit-tail-pipe,MPI_MBT811,MBT811,"GWM Cannon Alpha Ute, 2.0L Turbo Petrol Hybrid , 2025 On, 3in Diff Dump Exit Tail Pipe",MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
ssmbt56l250-holden-hq-z-p-van-ute-2-5in-lhs-t-p-outsi,MPI_SSMBT56L250,SSMBT56L250,Holden HQ - Z P/VAN - Ute 2.5in LHS T/P (OutSI,MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
ssmbt56r250-holden-hq-z-p-van-ute-2-5in-rh-t-p-outsid,MPI_SSMBT56R250,SSMBT56R250,Holden HQ - Z P/VAN - Ute 2.5in RH T/P (OutSID,MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
t62l250-holden-torana-lh-lx-2-1-2in-left-hand-tailpipe-to-suit-offset-centre-mufflers,MPI_T62L250,T62L250,Holden Torana LH - LX 2 1/2in Left Hand Tailpipe (to Suit Offset Centre Mufflers),MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
yp103rvss-sp-b-black-spigoted-3in-id-inlet-twin-4in-round-outlets-inner-cone-double-angle-cut-for-ranger-side-ex,MPI_YP103RVSS-SP-B,YP103RVSS-SP-B,"Black, Spigoted 3in ID Inlet,Twin 4in Round Outlets, Inner Cone, Double Angle Cut For Ranger Side Ex",MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
e298-std-landcruiser-vdj79-ute-4-5l-v8-std-o-e-connecting-pipe,MPI_E298-STD,E298-STD,LandCruiser VDJ79 Ute 4.5L V8 Std O.E. Connecting Pipe,MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
ssc56l250-holden-hq-wb-p-van-ute-lh-2-5in-connecting-pipe-stainless-steel,MPI_SSC56L250,SSC56L250,"Holden HQ - WB P/VAN - Ute LH 2.5in Connecting pipe, Stainless Steel",MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
sst25l250-falcon-xr-c-universal-lwb-2-1-2in-lh-t-p-outside-spring-to-suit-o-c-ms,MPI_SST25L250,SST25L250,Falcon XR-C Universal LWB 2 1/2in LH T/P (OutSide Spring to Suit O/C MS),MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
sst25r250-falcon-xr-c-universal-r-h-lwb-2-1-2in-t-p-outside-spring-to-suit-o-c-ms,MPI_SST25R250,SST25R250,Falcon XR-C Universal R/H LWB 2 1/2in T/P (OutSide Spring to Suit O/C MS),MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
ssf835mn-3in-10in-x-4in-oval-offset-centre-16in-400mm-long-megaflow-muffler-medium-stainless-steel,MPI_SSF835MN,SSF835MN,"3in, 10in x 4in Oval Offset/Centre, 16in (400mm) Long, Megaflow Muffler - Medium - Stainless Steel",MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
mbt634-patrol-y62-5-6l-v8-3-rear-tailpipe,MPI_MBT634,MBT634,Patrol Y62 5.6L V8 3 Rear Tailpipe,MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
fepyro-025-b50-egt-gauge-pyro-coupling-1-4in-npt-thread-pack-of-50,MPI_FEPYRO-025-B50,FEPYRO-025-B50,"EGT Gauge Pyro Coupling 1/4in NPT Thread, Pack of 50",MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
ssf828m-3in-10in-x-4in-oval-offset-offset-14in-350mm-long-megaflow-muffler-medium-stainless-steel,MPI_SSF828M,SSF828M,"3in, 10in x 4in Oval Offset/Offset, 14in (350mm) Long, Megaflow Muffler - Medium - Stainless Steel",MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
h827mnz-3in-11in-x-6in-oval-offset-centre-single-in-twin-out-14in-350mm-long-megaflow-muffler-medium,MPI_H827MNZ,H827MNZ,"3in, 11in x 6in Oval Offset/Centre, Single In/Twin Out, 14in (350mm) Long, Megaflow Muffler - Medium",MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
h727mnz-2-1-2in-11in-x-6in-oval-offset-centre-single-in-twin-out-14in-350mm-long-megaflow-muffler,MPI_H727MNZ,H727MNZ,"2 1/2in, 11in x 6in Oval Offset/Centre, Single In/Twin Out, 14in (350mm) Long, Megaflow Muffler",MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
mbt240-notip-commodore-vu-vz-v8-ute-2-1-2in-l-h-s-tailpipe-w-out-tip,MPI_MBT240-NOTIP,MBT240-NOTIP,Commodore VU-VZ V8 Ute 2 1/2in L.H.S. Tailpipe (W/out Tip),MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
mbt241-notip-commodore-vu-vz-v8-ute-2-1-2in-r-h-s-tailpipe-w-out-tip,MPI_MBT241-NOTIP,MBT241-NOTIP,Commodore VU-VZ V8 Ute 2 1/2in R.H.S. Tailpipe (W/out Tip),MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
cat004rme5-euro-5-spec-400-cell-ceramic-2-1-2-63-5mm-in-and-out-round-type,MPI_CAT004RME5,CAT004RME5,"Euro 5 Spec 400 Cell Ceramic, 2 1/2 (63.5mm) In And Out, Round Type",MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
ssmbe231-800mm-landcruiser-300-series-800mm-creative-conversion-chassis-extension-pipe,MPI_SSMBE231-800MM,SSMBE231-800MM,Landcruiser 300 SERIES 800mm Creative Conversion Chassis Extension Pipe,MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
ssd827m-3in-8in-x-5in-oval-offset-centre-14in-350mm-long-megaflow-muffler-medium-stainless-steel,MPI_SSD827M,SSD827M,"3in, 8in x 5in Oval Offset/Centre, 14in (350mm) Long, Megaflow Muffler - Medium - Stainless Steel",MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
ssf827m-3in-10in-x-4in-oval-offset-centre-14in-350mm-long-megaflow-muffler-medium-stainless-steel,MPI_SSF827M,SSF827M,"3in, 10in x 4in Oval Offset/Centre, 14in (350mm) Long, Megaflow Muffler - Medium - Stainless Steel",MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
ple250dpk-pl250-ws-xtra-flow-mod,MPI_PLE250DPK,PLE250DPK,PL250+WS XTRA FLOW MOD,MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
rv808wcss-30-b-3in-inlet-5in-outlet-angle-cut-stainless-steel-black-tip-30-degree,MPI_RV808WCSS-30-B,RV808WCSS-30-B,3in Inlet 5in Outlet Angle Cut Stainless Steel Black Tip 30 Degree,MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
t62r225-torana-lh-lx-2-1-4in-r-h-t-p-to-suit-o-c-ms,MPI_T62R225,T62R225,Torana LH - LX 2 1/4in R/H T/P (to Suit O/C MS),MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
t22l225-falcon-xr-xt-xw-xy-sedan-universal-2-1-4in-l-h-s-outside-spring-tail-pipe,MPI_T22L225,T22L225,"Falcon XR,XT,XW,XY Sedan, Universal 2 1/4in L.H.S Outside Spring Tail Pipe",MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
t22r225-falcon-xr-xt-xw-xy-sedan-universal-2-1-4in-r-h-s-outside-spring-tail-pipe,MPI_T22R225,T22R225,"Falcon XR,XT,XW,XY Sedan, Universal 2 1/4in R.H.S Outside Spring Tail Pipe",MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
c21r225-universal-holden-ford-valiant-connecting-pipe-r-h-2-1-4in,MPI_C21R225,C21R225,"Universal - Holden, Ford, Valiant Connecting Pipe R/H 2 1/4in",MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
c56l225-holden-hq-wb-v8-p-van-ute-l-h-2-1-4in-connecting-pipe,MPI_C56L225,C56L225,Holden HQ - WB V8 P/VAN Ute L/H 2 1/4in Connecting Pipe,MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
c56r225-holden-hq-wb-v8-p-van-ute-r-h-2-1-4in-connecting-pipe,MPI_C56R225,C56R225,Holden HQ - WB V8 P/VAN Ute R/H 2 1/4in Connecting Pipe,MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
c21l-universal-holden-ford-valiant-connecting-pipe-l-hand,MPI_C21L,C21L,"Universal - Holden, Ford, Valiant Connecting Pipe L/Hand",MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
c21l225-universal-holden-ford-valiant-connecting-pipe-l-h-2-1-4in,MPI_C21L225,C21L225,"Universal - Holden, Ford, Valiant Connecting Pipe L/H 2 1/4in",MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
c21r-universal-holden-ford-valiant-connecting-pipe-r-hand,MPI_C21R,C21R,"Universal - Holden, Ford, Valiant Connecting Pipe R/Hand",MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
c56l-holden-hq-wb-v8-p-van-ute-l-h-2in-connecting-pipe,MPI_C56L,C56L,Holden HQ - WB V8 P/VAN Ute L/H 2in Connecting Pipe,MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
c56l250-holden-hq-wb-p-van-ute-l-h-s-2-1-2in-connecting-pipe,MPI_C56L250,C56L250,Holden HQ-WB P/VAN-Ute L.H.S. 2 1/2in Connecting Pipe,MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
c56r-holden-hq-wb-v8-p-van-ute-r-h-2in-connecting-pipe,MPI_C56R,C56R,Holden HQ - WB V8 P/VAN Ute R/H 2in Connecting Pipe,MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
c56r250-holden-hq-wb-p-van-ute-r-h-s-2-1-2in-connecting-pipe,MPI_C56R250,C56R250,Holden HQ-WB P/VAN-Ute R.H.S. 2 1/2in Connecting Pipe,MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
mbt25l250-ford-falcon-xr-c-universal-lwb-2-1-2in-lh-t-p-outside-spring-to-suit-offset-centre-muffler,MPI_MBT25L250,MBT25L250,Ford Falcon XR-C Universal LWB 2 1/2in LH T/P (Outside Spring to Suit Offset/Centre Muffler),MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
mbt25r250-ford-falcon-xr-c-universal-r-h-lwb-2-1-2in-t-p-outside-spring-to-suit-offset-centre-muffler,MPI_MBT25R250,MBT25R250,Ford Falcon XR-C Universal R/H LWB 2 1/2in T/P (Outside Spring to Suit Offset/Centre Muffler),MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
t21l-falcon-xa-xb-xc-sedan-universal-2in-l-h-s-inside-spring-tail-pipe,MPI_T21L,T21L,"Falcon XA,XB,XC Sedan, Universal 2in L.H.S Inside Spring Tail Pipe",MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
t21r-falcon-xa-xb-xc-sedan-universal-2in-r-h-s-inside-spring-tail-pipe,MPI_T21R,T21R,"Falcon XA,XB,XC Sedan, Universal 2in R.H.S Inside Spring Tail Pipe",MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
t22l-falcon-xr-xt-xw-xy-sedan-universal-2in-l-h-s-outside-spring-tail-pipe,MPI_T22L,T22L,"Falcon XR,XT,XW,XY Sedan, Universal 2in L.H.S Outside Spring Tail Pipe",MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
t22r-falcon-xr-xt-xw-xy-sedan-universal-2in-r-h-s-outside-spring-tail-pipe,MPI_T22R,T22R,"Falcon XR,XT,XW,XY Sedan, Universal 2in R.H.S Outside Spring Tail Pipe",MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
t53r-holden-hq-hz-sedan-r-h-t-p-to-suit-o-c-ms,MPI_T53R,T53R,Holden HQ - HZ Sedan R/H T/P (to Suit O/C MS),MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
t62l-torana-lh-lx-l-h-t-p-to-suit-o-c-ms,MPI_T62L,T62L,Torana LH - LX L/H T/P (to Suit O/C MS),MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
t62r-torana-lh-lx-r-h-t-p-to-suit-o-c-ms,MPI_T62R,T62R,Torana LH - LX R/H T/P (to Suit O/C MS),MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
egr-p6-bpkit-vw-2-0l-tdi-my12-5-june-to-2016-amarok-egr-cooler-bypass-kit,MPI_EGR-P6-BPKIT,EGR-P6-BPKIT,VW 2.0L TDI MY12.5 (June) to 2016 Amarok EGR Cooler Bypass Kit,MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
t53l-holden-hq-hz-sedan-l-h-t-p-to-suit-o-c-ms,MPI_T53L,T53L,Holden HQ - HZ Sedan L/H T/P (to Suit O/C MS),MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
16594-30-micron-assembly-metric-head-16mm,MPI_16594,16594,30 MICRON ASSEMBLY - METRIC HEAD 16MM,MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
44760-5-micron-assembly,MPI_44760,44760,5 MICRON ASSEMBLY,MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
h1044mnz-11in-x-6in-oval-400mm-long-single-4in-in-twin-3in-in-out,MPI_H1044MNZ,H1044MNZ,"11in x 6in OVAL 400mm Long Single 4in In, Twin 3in In Out",MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
egroff-0002-egr-off-module-2-3l-yd23-eng-2017-2021-np300-d23-nissan-navara,MPI_EGROFF-0002,EGROFF-0002,"EGR Off Module. 2.3L YD23 Eng, 2017-2021 NP300, D23 Nissan Navara",MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
egroff-0006-egr-off-module-2-5l-yd25-eng-d40-and-d22-nissan-navara-and-pathfinder,MPI_EGROFF-0006,EGROFF-0006,"EGR Off Module. 2.5L YD25 Eng, D40 & D22 Nissan Navara & Pathfinder",MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
egroff-0009-egr-off-module-3-0l-4jj1-eng-common-rail-only-2007-2020-colorado-d-max-mu-x,MPI_EGROFF-0009,EGROFF-0009,"EGR Off Module. 3.0L 4JJ1 Eng, Common Rail Only. 2007 - 2020 Colorado D-Max, MU-X.",MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
t26l250-fairlane-zf-zh-v8-2-1-2in-l-h-tail-inside-spring,MPI_T26L250,T26L250,Fairlane ZF - ZH V8 2 1/2in L/H Tail Inside Spring,MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
t26r-fairlane-zf-zh-v8-2in-r-h-tail-inside-spring,MPI_T26R,T26R,Fairlane ZF - ZH V8 2in R/H Tail Inside Spring,MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
t56l-holden-hq-hz-p-van-ute-l-h-t-p-o-springs,MPI_T56L,T56L,"Holden HQ - HZ P/VAN, Ute L/H T/P (O/SpringS)",MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
t56l225-holden-hq-hz-p-van-ute-2-1-4in-l-h-t-p,MPI_T56L225,T56L225,Holden HQ - HZ P/VAN Ute 2 1/4in L/H T/P,MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
t56r-holden-hq-hz-p-van-ute-r-h-t-p-o-springs,MPI_T56R,T56R,"Holden HQ - HZ P/VAN, Ute R/H T/P (O/SpringS)",MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
t56r225-holden-hq-hz-p-van-ute-2-1-4in-r-h-t-p,MPI_T56R225,T56R225,Holden HQ - HZ P/VAN Ute 2 1/4in R/H T/P,MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
t61l-holden-hq-hz-1-tonner-2in-l-h-t-pipe-outside-springs,MPI_T61L,T61L,Holden HQ - HZ 1 Tonner 2in L/H T/Pipe (Outside Springs),MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
t61l250-holden-hq-hz-1-tonner-2-1-2in-r-h-s-tailpipe-outside-springs,MPI_T61L250,T61L250,Holden HQ - HZ 1 Tonner 2 1/2in R.H.S. Tailpipe (Outside Springs),MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
t61r-holden-hq-hz-1-tonner-2in-l-h-t-pipe-outside-springs,MPI_T61R,T61R,Holden HQ - HZ 1 Tonner 2in L/H T/Pipe (Outside Springs),MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
t61r250-holden-hq-hz-1-tonner-2-1-2in-r-h-s-tailpipe-outside-springs,MPI_T61R250,T61R250,Holden HQ - HZ 1 Tonner 2 1/2in R.H.S. Tailpipe (Outside Springs),MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
t76l250-valiant-rv1-vg-also-charger-2-1-2in-l-h-t-p-inside-springs,MPI_T76L250,T76L250,Valiant RV1 - VG (ALSO CHARGER) 2 1/2in L/H T/P (Inside SpringS),MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
42093-30-micron-assembly,MPI_42093,42093,30 MICRON ASSEMBLY,MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
42533-2-micron-assembly,MPI_42533,42533,2 MICRON ASSEMBLY,MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
cat002r-2in-50-8mm-id-in-and-out-euro-2-ceramic-400-cpi-cat-converter,MPI_CAT002R,CAT002R,"2in, (50.8mm) ID In & Out, Euro 2 Ceramic 400 CPI Cat Converter",MPI Automotive,mpi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,P1,Source real supplier image before launch,No matched ZIP image candidate or usable remote image URL
